"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	281	78602	357.497264701
	"South Carolina"	"45"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1021	78602	1298.949136154
	"South Carolina"	"45"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	427	78602	543.243174474
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	503	58484	860.064291088
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	931	58484	1591.888379728
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	380	58484	649.750359073
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	335	43515	769.849477192
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	948	43515	2178.559117546
	"South Carolina"	"45"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	343	43515	788.233942319
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	579	Not Applicable	Not Applicable
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1089	Not Applicable	Not Applicable
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	356	Not Applicable	Not Applicable
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	327	Not Applicable	Not Applicable
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	855	Not Applicable	Not Applicable
	"South Carolina"	"45"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	242	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	539	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1027	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	255	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	170	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	588	Not Applicable	Not Applicable
	"South Carolina"	"45"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	158	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	280	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	521	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	98	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	66	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	200	Not Applicable	Not Applicable
	"South Carolina"	"45"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	43	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	58	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	107	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	18	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	24	Not Applicable	Not Applicable
	"South Carolina"	"45"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	5857	Suppressed
	"South Dakota"	"46"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	5857	Suppressed
	"South Dakota"	"46"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	5857	Suppressed
	"South Dakota"	"46"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	6128	Suppressed
	"South Dakota"	"46"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	6128	Suppressed
	"South Dakota"	"46"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	6128	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	23927	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	23927	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	23927	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	25255	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	25255	Suppressed
	"South Dakota"	"46"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	25255	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29654	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	29654	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	29654	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	31280	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	31280	Suppressed
	"South Dakota"	"46"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	31280	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29595	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	29595	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	29595	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	31137	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	31137	Suppressed
	"South Dakota"	"46"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	31137	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	27955	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	27955	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	27955	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29779	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	29779	Suppressed
	"South Dakota"	"46"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	29779	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	28355	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	28355	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	28355	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	30575	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	30575	Suppressed
	"South Dakota"	"46"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	30575	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	27371	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	27371	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	27371	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	30615	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	30615	Suppressed
	"South Dakota"	"46"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	30615	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	27354	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	27354	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	27354	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29724	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	29724	Suppressed
	"South Dakota"	"46"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	29724	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	27301	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	27301	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	27301	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29598	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	29598	Suppressed
	"South Dakota"	"46"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	29598	Suppressed
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	23753	Suppressed
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	23753	Suppressed
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	23753	Suppressed
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	25212	Suppressed
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	19	25212	Unreliable
	"South Dakota"	"46"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	25212	Suppressed
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	22825	Suppressed
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	11	22825	Unreliable
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	22825	Suppressed
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	23816	Suppressed
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	25	23816	104.971447766
	"South Dakota"	"46"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	23816	Suppressed
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	23737	Suppressed
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	13	23737	Unreliable
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	23737	Suppressed
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	24487	Suppressed
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	41	24487	167.435782252
	"South Dakota"	"46"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	24487	Suppressed
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29542	Suppressed
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	28	29542	94.780312775
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	11	29542	Unreliable
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29247	Suppressed
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	83	29247	283.789790406
	"South Dakota"	"46"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	17	29247	Unreliable
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29471	Suppressed
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	42	29471	142.512978861
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	15	29471	Unreliable
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	29238	Suppressed
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	111	29238	379.642930433
	"South Dakota"	"46"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	28	29238	95.765784253
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	16	26072	Unreliable
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	60	26072	230.131942314
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	34	26072	130.408100644
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12	25950	Unreliable
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	136	25950	524.084778420
	"South Dakota"	"46"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	42	25950	161.849710983
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	25	18585	134.517083670
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	72	18585	387.409200968
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	39	18585	209.846650525
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	20	18609	107.474877747
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	138	18609	741.576656457
	"South Dakota"	"46"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	51	18609	274.060938256
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	33	13026	253.339474896
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	105	13026	806.080147398
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	61	13026	468.294180869
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	44	11416	385.423966363
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	159	11416	1392.782060266
	"South Dakota"	"46"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	68	11416	595.655220743
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	67	9775	685.421994885
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	132	9775	1350.383631714
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	59	9775	603.580562660
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	56	7453	751.375285120
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	174	7453	2334.630350195
	"South Dakota"	"46"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	69	7453	925.801690594
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	109	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	230	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	77	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	69	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	164	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	82	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	97	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	239	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	67	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	42	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	144	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	58	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	82	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	162	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	47	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	49	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	24	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	26	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	36	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	38959	Suppressed
	"Tennessee"	"47"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	38959	Suppressed
	"Tennessee"	"47"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	38959	Suppressed
	"Tennessee"	"47"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	40816	Suppressed
	"Tennessee"	"47"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	40816	Suppressed
	"Tennessee"	"47"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	40816	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	160823	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	160823	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	160823	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	168007	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	168007	Suppressed
	"Tennessee"	"47"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	168007	Suppressed
	"Tennessee"	"47"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	201932	Suppressed
	"Tennessee"	"47"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	201932	Suppressed
	"Tennessee"	"47"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	201932	Suppressed
